ID,OUT
53708,7.017641544342041
9458,6.546804904937744
46528,1.4230799674987793
95882,9.029459953308105
98426,8.281167030334473
26154,6.630153656005859
162133,2.4272799491882324
129080,7.150278568267822
37282,7.0790839195251465
47358,6.079999923706055
48761,3.849374771118164
88971,5.834898471832275
63499,2.6803321838378906
187681,6.504033088684082
85361,5.01749324798584
97604,6.230550765991211
13842,13.122750282287598
4608,5.492159366607666
178338,2.9029910564422607
137223,2.257826328277588
93233,8.705135345458984
570,1.7062510251998901
66454,1.0893534421920776
29060,2.753326416015625
176163,5.266849994659424
40164,8.9998779296875
106032,3.8924624919891357
103183,2.252352237701416
82067,3.9955201148986816
5745,3.891613006591797
67371,1.2293418645858765
182456,11.141426086425781
147386,1.858343243598938
8743,4.7041473388671875
54433,10.43823528289795
33273,2.061368703842163
667,6.404604434967041
63265,2.6901330947875977
186837,10.336060523986816
29077,7.836855411529541
169164,1.7740778923034668
157073,4.139359474182129
101540,2.6022775173187256
49479,3.531900405883789
159387,2.7117538452148438
29212,2.859961986541748
25884,5.091621398925781
123217,4.603485107421875
36060,1.5654511451721191
143425,13.736576080322266
1800,1.3462133407592773
47287,1.1284165382385254
46817,4.864193916320801
67028,6.122610569000244
36724,3.749699115753174
21183,2.409128427505493
51169,2.5810327529907227
183520,2.846190929412842
75029,2.0815274715423584
112667,1.5372107028961182
84557,2.3260419368743896
70594,10.614638328552246
50019,2.6296985149383545
129485,0.9989426136016846
184652,5.279222011566162
166377,8.96507453918457
11966,6.029053688049316
159763,13.759065628051758
167006,3.736981153488159
188344,8.172609329223633
92472,12.347914695739746
122214,4.28402853012085
20053,2.484679937362671
156489,10.515464782714844
90557,8.74698257446289
10495,3.7695164680480957
30074,3.3803484439849854
44837,1.3077967166900635
105825,3.530111312866211
29217,7.814986705780029
143228,4.65670919418335
87920,4.746657371520996
188458,3.2737247943878174
179348,2.155240058898926
82971,3.4836230278015137
70752,9.987934112548828
83099,7.99403190612793
61897,16.182109832763672
7287,1.5233827829360962
41506,12.464400291442871
67509,3.526137590408325
147955,5.997207164764404
647,5.474680423736572
138871,2.27683424949646
9388,3.4548869132995605
73393,3.0878970623016357
177408,5.383826732635498
204065,5.99058198928833
202636,2.397451162338257
106443,8.328958511352539
27714,1.6637487411499023
28752,5.393802165985107
119023,6.163037300109863
152779,7.826254844665527
85781,3.4941208362579346
137161,3.9478907585144043
101771,18.511329650878906
18179,6.760573387145996
191516,6.885797023773193
66638,1.849884271621704
178055,1.2733433246612549
30236,3.580069065093994
149868,4.155168056488037
73241,2.2938389778137207
161183,2.243361234664917
177590,2.2853007316589355
70816,6.195775985717773
194238,6.348821640014648
125485,3.586442232131958
40328,2.437591075897217
41833,4.263667106628418
123823,9.427186012268066
59428,7.2035441398620605
11601,3.9513421058654785
141796,7.831830024719238
204493,4.3661370277404785
124724,2.668154239654541
15580,4.635194778442383
10301,4.089255332946777
5533,4.045553207397461
128626,10.563484191894531
113732,11.407090187072754
191710,2.2256579399108887
14591,11.200357437133789
122832,6.434847831726074
186444,1.404069423675537
134901,2.15590763092041
183037,3.663306713104248
158644,5.442364692687988
104038,5.300058841705322
7489,1.7322182655334473
123760,11.912769317626953
20510,8.841072082519531
156187,2.0146124362945557
13334,3.9993512630462646
3934,5.834898471832275
22157,2.006067991256714
71021,6.508411407470703
78541,3.9499456882476807
123189,10.282129287719727
121233,1.1506661176681519
201332,8.477235794067383
50682,10.997763633728027
63762,4.640139579772949
193388,2.314741373062134
112471,4.196783065795898
19926,3.0688281059265137
38661,2.3789615631103516
109837,2.182419776916504
102310,4.459566116333008
85070,3.9496657848358154
66947,1.5202038288116455
104248,4.199168682098389
23537,2.8306236267089844
190721,7.947059154510498
102174,2.628765821456909
122492,5.818058967590332
103673,1.650122880935669
8161,4.709383964538574
179374,4.2937421798706055
86294,3.791810989379883
42148,9.413721084594727
86634,4.716894149780273
9989,2.3253164291381836
9713,2.3137776851654053
103276,6.542057037353516
134039,4.7729597091674805
76264,12.089794158935547
82850,5.295524597167969
100378,4.718908309936523
188860,3.3350982666015625
98813,1.008628010749817
94299,5.138874053955078
63050,2.6166720390319824
108137,1.4659305810928345
149606,2.7626571655273438
157654,7.757329940795898
59360,16.289945602416992
117583,12.875930786132812
122222,1.8016233444213867
161241,3.1759655475616455
144792,3.1096010208129883
14213,2.4292500019073486
110616,1.495631456375122
76313,8.544991493225098
113822,2.2154700756073
112487,1.5935230255126953
60873,2.2508397102355957
26008,2.27953839302063
152356,4.4589433670043945
165188,3.361778974533081
86758,2.397045373916626
151773,1.3720455169677734
60935,2.4313132762908936
29395,1.4777393341064453
199727,11.120536804199219
130727,2.239439010620117
145323,6.387810707092285
126267,4.155168056488037
120311,2.1557083129882812
115720,5.112890720367432
85396,6.812657833099365
14243,1.7818354368209839
20157,3.13065242767334
122665,2.136035919189453
51411,14.419590950012207
42002,4.286383628845215
16862,14.544081687927246
170502,1.9593993425369263
176792,10.0453519821167
190139,8.516663551330566
23714,1.990368127822876
68177,3.862086534500122
154412,3.6235928535461426
194142,9.681010246276855
119178,3.009418487548828
60389,8.533183097839355
122369,1.1515991687774658
62981,1.70509672164917
23553,3.705470085144043
8881,5.041543960571289
36455,2.9974257946014404
193955,2.7480132579803467
77087,1.461944580078125
181756,4.454300403594971
80577,7.0790839195251465
74776,6.765295505523682
112521,3.2253646850585938
113666,8.087133407592773
39138,8.379528999328613
201043,3.059300422668457
122697,8.095712661743164
180560,7.417179107666016
59205,6.166518211364746
58540,1.4564952850341797
46074,6.10460090637207
87013,5.042886257171631
194244,4.350118160247803
54972,6.449316501617432
172265,7.788132190704346
68859,11.373156547546387
50465,8.441121101379395
22319,12.756864547729492
148383,2.941239356994629
88551,1.878535509109497
201507,1.4092087745666504
28901,3.3790316581726074
115592,3.348987102508545
154825,1.6358778476715088
124569,5.435116291046143
99737,11.78294849395752
82912,2.3361096382141113
67631,1.4500292539596558
10818,6.080923557281494
191623,2.2333011627197266
103498,2.3076014518737793
182869,3.7185471057891846
149383,8.128690719604492
109595,5.831233978271484
161483,3.72833251953125
122784,9.655336380004883
15407,11.08708667755127
50195,7.616421699523926
92498,5.266849994659424
73383,6.315645217895508
166138,4.861405849456787
57780,4.640113830566406
74909,6.922789096832275
194913,1.4026352167129517
35537,3.5910210609436035
13946,6.17132568359375
184345,8.693510055541992
55886,15.159258842468262
192431,1.4107024669647217
176878,1.514556646347046
